sender_email,sender_name,recipient_email,recipient_name,date_sent,subject
,,,,29 Nov 2006,PLEASE HELP I AM CRYING FROM BAGDAD IRAQ(MRS AISHA MOHAMMED)
,,,,29 Nov 2006,KINDLY ASSIST.
,,,,29 Nov 2006,From Mark Nguessane.
,,,,29 Nov 2006,Mr.Ajoy Sonya.
,,,,30 Nov 2006,From Joseph
,,,,30 Nov 2006,THIS IS THE TRUE STORY OF THIS MATTER
,,,,1 Dec 2006,"INVESTMENT NEGOTIATION TO THE M/D """
,,,,1 Dec 2006,Peace Message From Pakistan      1.12.2006
,,,,1 Dec 2006,A Cry For Help
,,,,2 Dec 2006,Email from Samiu
,,,,4 Dec 2006,Regards
,,,,4 Dec 2006,YOUR HONESTY IS REQUIRED!
,,,,4 Dec 2006,YOUR HONESTY IS REQUIRED!
,,,,4 Dec 2006,Request Assistance
,,,,4 Dec 2006,Purely on trust
,,,,4 Dec 2006,URGENT
,,,,4 Dec 2006,Try and get back to me.
,,,,04 Dec 2006,Nice Day
,,,,4 Dec 2006,[IP] The Vanishing Click-Fraud Case 
,,,,4 Dec 2006,"My Dear,"
,,,,,JOSEPH  MARTINS
,,,,05 Dec 2006,"Mrs MELIKA DIOUF, TREAT VERY URGENT AND CONFIDENTIAL"
,,,,05 Dec 2006,"Mrs MELIKA DIOUF, TREAT VERY URGENT AND CONFIDENTIAL"
,,,,5 Dec 2006,CHIEF AUDITOR TO THE PRESIDENT
,,,,5 Dec 2006,Urgent Attention
,,,,,urgent  proposal
,,,,,urgent  proposal
,,,,,urgent  proposal
,,,,6 Dec 2006,A Letter From Mr Dennis
,,,,6 Dec 2006,A Letter From Mr Dennis
,,,,6 Dec 2006,A Letter From Mr Dennis
,,,,6 Dec 2006,GOOD DAY!
,,,,,CONFIDENTIALITY NOTICE
,,,,,Need Your Assistance 
,,,,,URGENT PLEA FOR ASSISTANCE (this is not spam)
,,,,7 Dec 2006,MR.CHAD
,,,,07 Dec 2006,WORK WITH ME.
,,,,8 Dec 2006,FROM DR. CHESS
,,,,9 Dec 2006,From Dr. Louis
,,,,9 Dec 2006,reply urgent
,,,,9 Dec 2006,From DUBAI
,,,,10 Dec 2006,THE CEO
,,,,11 Dec 2006,From Mr Archie Kane
,,,,11 Dec 2006,Mr.Donald Cole
,,,,12 Dec 2006, GOOD NEWS TO YOU MY FRIEND
,,,,12 Dec 2006, GOOD NEWS TO YOU MY FRIEND
,,,,12 Dec 2006,FROM RITA DOINK.
,,,,12 Dec 2006,SEED OF FAITH.
,,,,13 Dec 2006,REQUEST FOR YOUR ASSISTANT
,,,,13 Dec 2006,"DEAR BELOVED,"
,,,,13 Dec 2006,FROM:ROSLIN MATHEW 
,,,,,THANKS AND REMAIN BLESSED
,,,,14 Dec 2006,I WILL APPRECIATE YOUR REPLY(Mrs Farah al-Hashemi)
,,,,14 Dec 2006,I WILL APPRECIATE YOUR REPLY(Mrs Farah al-Hashemi)
,,,,14 Dec 2006,URGENT PLEA FOR ASSISTANCE {this is not spam}
,,,,14 Dec 2006,URGENT PLEA FOR ASSISTANCE {this is not spam}
,,,,14 Dec 2006,Last vacancies - 2006
,,,,14 Dec 2006,INVESTMENT   NOTE
,,,,14 Dec 2006, Your   Inheritance  Fund [Reply Urgently].
,,,,14 Dec 2006, Your   Inheritance  Fund [Reply Urgently].
,,,,15 Dec 2006,In respect of Tsunami Disaster of 2004
,,,,15 Dec 2006,URHENT PLEA FOR ASSISTANCE {this is not spam}
,,,,15 Dec 2006,Hello/Urgent Business/Get Back To Me
,,,,15 Dec 2006,THANKS
,,,,,SIR YOU WILL NOW GET GOOD MERRY XMAS TO YOU
,,,,,THANKS AND REMAIN BLESSED
,,,,17 Dec 2006,"MADAME MELIKA DIOUF, VEUILLEZ LIRE TRES ATTENTIVEMENT CE MESSAGE"
,,,,18 Dec 2006,Next of Kin
,,,,19 Dec 2006,From Mrs. monica edmond
,,,,19 Dec 2006,PARTNERSHIP/INVESTMENT
,,,,19 Dec 2006,PARTNERSHIP/INVESTMENT
,,,,19 Dec 2006,GOOD DAY PLEASE REPLY ME SOONEST 
,,,,,HONEST COPERATION
,,,,,"FROM   MISS  PRINCES  ELIZBERTH  DAUGTHER  HON,  MR , KOFFI ,  ANAN,"
,,,,21 Dec 2006,We Are In Need Of Your Correspondence
,,,,22 Dec 2006,With Due Respect
,,,,,From Mrs Josephine Kietha
,,,,23 Dec 2006,HELP TO CHANGE THE WORLD
,,,,,Season's Greetings!
,,,,25 Dec 2006,GREETINGS FROM CHINA.
,,,,9 Mar 2003,"PLEASE STAND ON MY BEHALF,"
,,,,26 Dec 2006,Email from Samiu
,,,,26 Dec 2006,ANSWER OUR CRY
,,,,26 Dec 2006,Assalamualaikum
,,,,27 Dec 2006,Email from Samiu
,,,,28 Dec 2006,I AM HAPPY TO HAVE YOU AS FRIEND.....
,,,,28 Dec 2006,IT IS WELL WITH YOU.
,,,,28 Dec 2006,Peace Message From Pakistan      28/12/2006
,,,,,URGENT MESSAGE.
,,,,,FROM MISS  LINDA
,,,,29 Dec 2006,URGENT BUSINESS TRANSACTION
,,,,,ATTENTION!
,,,,1 Jan 2007,BUSINESS ASSISTANT
,,,,1 Jan 2007,URGENT MESSAGE....
,,,,3 Jan 2007,Assalamualaikum
,,,,,Mrs. Larisa Sosnitskaya
,,,,,URGENT RESPONSE
,,,,04 Jan 2007,Your kind attention needed. ZEID AHMADI 
,,,,04 Jan 2007,VERY URGENT PLEASE
,,,,,
,,,,04 Jan 2007,URGENT REPLY 
,,,,4 Jan 2007,JUST ANNOUNCED!
,,,,5 Jan 2007,"VERIFICATION OF YOUR PAYMENT,"
,,,,,The beneficiary.
,,,,,The beneficiary.
,,,,06 Jan 2007,Happy New Year!!!
,,,,06 Jan 2007,Happy New Year!!!
,,,,6 Jan 2007,YOUR INHERITANCE FUNDS OF $15.5M
,,,,7 Jan 2007,letter
,,,,08 Jan 2007,TRUSTING TO HEAR FROM YOU SOON
,,,,08 Jan 2007,TRUSTING TO HEAR FROM YOU SOON
,,,,08 Jan 2007,URGENT AND IMPORTANT
,,,,8 Jan 2007,Compliment of the season
,,,,,De  Nadege
,,,,,HAPPY NEW YEAR.
,,,,09 Jan 2007,"Dear partner,"
,,,,9 Jan 2007,I WILL ASSIST YOU GET YOUR FUNDS
,,,,,
,,,,10 Jan 2007,URGENT ASSISTANCE
,,,,11 Jan 2007,"GOD BLESS YOU MY DEAR,"
,,,,11 Jan 2007,"GOD BLESS YOU MY DEAR, PLEASE LET ME KNOW IF YOU GOT MY LAST EMAIL. HAPPY NEW YEAR."
,,,,11 Jan 2007,TREAT AS URGENT AND CONFIDENTIAL 
,,,,11 Jan 2007,"DEAR BELOVED,"
,,,,11 Jan 2007,Happy New Year..
,,,,12 Jan 2007,Treat Urgent
,,,,12 Jan 2007,CONFIDENTIAL  PROPOSAL.
,,,,13 Jan 2007,URGENT REPLY NEEDED.
,,,,13 Jan 2007,URGENT REPLY NEEDED.
,,,,14 Jan 2007,Email from Samiu
,,,,15 Jan 2007,Mr.Al-Zarqawi Yusuf 
,,,,15 Jan 2007,TREAT AS URGENT/REPLY IMMEDIATELY
,,,,15 Jan 2007,Dear sir/madam
,,,,,"Lady Peggy Morrison,"
,,,,,From Miss Alicia madouh
,,,,15 Jan 2007,COMPERSATION
,,,,,FROM MISS YASMINA AWANA 
,,,,16 Jan 2007,DR.MIKE  CHIBUZOR
,,,,16 Jan 2007,From  Mr. Johnson Moyo
,,,,16 Jan 2007,Greetings
,,,,17 Jan 2007,VERY IMPORTANT
,,,,17 Jan 2007,VERY IMPORTANT
,,,,17 Jan 2007,Hope to hear from you.
,,,,17 Jan 2007,URGENT RESPONSE NEEDED!!!
,,,,18 Jan 2007,LETTER
,,,,18 Jan 2007,BLESSINGS.
,,,,20 Jan 2007,A Very Goodday To Responses Needed
,,,,19 Jan 2007,Assalamualaikum
,,,,20 Jan 2007,Greetings
,,,,,from MR PEACE WILLIAMS
,,,,23 Jan 2007,For Urgent Response
,,,,23 Jan 2007,For Urgent Response
,,,,25 Jan 2006,URGENT MESSAGE FROM DAVID JOSEPH 
,,,,,I NEED YOUR URGENT REPLY
,,,,25 Jan 2007,merci mon ange
,,,,26 Jan 2007,"Mr OUMAROU TRIKOUNI, VEUILLEZ LIRE TRES ATTENTIVEMENT CE MESSAGE"
,,,,26 Jan 2007,Regards!!!!
,,,,26 Jan 2007,URGENT RESSPOND
,,,,26 Jan 2007,With Due Respect
,,,,27 Jan 2007,+From Portugal & Urgent Reply Needed +
,,,,28 Jan 2007,YOUR URGENT ASISTANCE IS NEEDED(PLEASE).
,,,,28 Jan 2007,Greetings
,,,,28 Jan 2007,CONTACT ME..
,,,,28 Jan 2007,CONTACT ME..
,,,,28 Jan 2007,CONTACT ME..
,,,,29 Jan 2007,URGENT AND CONFIDENTIAL
,,,,29 Jan 2007,READ EMAIL !!!!
,,,,30 Jan 2007,Good Day
,,,,30 Jan 2007,Good Day
,,,,30 Jan 2007,Good Day
,,,,30 Jan 2007,From   Mr. Johnson Moyo
,,,,31 Jan 2007,URGENT RESPONSE NEEDED 
,,,,31 Jan 2007,JOB OFFER
,,,,31 Jan 2007,"Mr OUMAROU TRIKOUNI, VEUILLEZ LIRE TRES ATTENTIVEMENT CE MESSAGE"
,,,,1 Feb 2007,MR. JOHN FISHER
,,,,,PLEASE YOUR URGENT REPLY
,,,,,PLEASE YOUR URGENT REPLY
,,,,,Hello Dear
,,,,02 Feb 2007,Hello Dear
,,,,5 Feb 2007,"RE:FROM EDDY IBE,"
,,,,5 Feb 2007,From Engr Ikenga Eri
,,,,6 Feb 2007,Please Help Me (Dear)
,,,,06 Feb 2007,letter from smith
,,,,28 Dec 2006,"INVESTMENT NEGOTIATION TO THE M/D """
,,,,07 Feb 2007,"Mrs Aicha Ahmed, TREAT VERY URGENT AND CONFIDENTIAL. CALL ME 0022676743842. "
,,,,9 Feb 2007,GET BACK TO ME URGENTLY
,,,,,"Attention:Sir/Madam,"
,,,,,"Attention:Sir/Madam,"
,,,,9 Feb 2007,+From Portugal & Urgent Reply Needed +
,,,,10 Feb 2007,FROM MR.BERNARD MARTIN
,,,,12 Feb 2007, How are you doing?
,,,,,BUSINESS PROPOSAL(PLEASE READ MY MAIL)
,,,,,BUSINESS PROPOSAL(PLEASE READ MY MAIL)
,,,,,
,,,,13 Feb 2007,Miss Stephean Lawrence
,,,,13 Feb 2007,Miss Stephean Lawrence
,,,,14 Feb 2007,Good Day.
,,,,14 Feb 2007,URGENTLY NEEDED
,,,,14 Feb 2007, ASSISTANCE PLEASE
,,,,16 Feb 2007,I AWAIT YOUR RESPONSE 
,,,,18 Feb 2007,I need your urgent assistance please
,,,,20 Feb 2007,CONFIDANT
,,,,21 Feb 2007,INVESTMENT NEGOTIATION
,,,,22 Feb 2007," TREAT  AS URGENT AND CALL ME"""""""" 00226 76 63 87 21"
,,,,,"Attention/ Ceo,"
,,,,,"Attention/ Ceo,"
,,,,22 Feb 2007,FOR YOUR ATTENTION ONLY
,,,,,GET BACK TO ME  (ASAP)
,,,,,From Mr. MARK LEE
,,,,23 Feb 2007,"Attn:My Dear Friend,"
,,,,24 Feb 2007,URGENT REPLY NEEDED FROM MRS AISHA MOHAMMED(Assalamu alaikum!!! )
,,,,24 Feb 2007,I WILL APPRECIATE YOUR REPLY(Mrs Farah al-Hashemi
,,,,24 Feb 2007,MY  OFFER
,,,,24 Feb 2007,Urgent (Please Reply)
,,,,24 Feb 2007,Contact Me Now Mr Huang Yanxiong!!!
,,,,,"PLEASE HELP ME , I'M IN JAIL - I WILL GIVE YOU BACK 2 MILION EUROS"
,,,,1 Mar 2007,from Mrs. Shade lbrahim
,,,,28 Feb 2007,PARTNERSHIP/INVESTMENT PROPOSAL
,,,,,"Dear Sir/Madam,"
,,,,03 Mar 2007,BUSINESS PROPOSAL  
,,,,3 Mar 2007,From The Desk Of:Barr. MARK GRILLO.
,,,,02 Mar 2007,FROM THE DESK OF RAJI RAJI
,,,,03 Mar 2007,BUSINESS PROPOSAL  
,,,,3 Mar 2007,Urgent
,,,,05 Mar 2007,FROM JOHN NNAMDI
,,,,05 Mar 2007,Your kind attention needed.
,,,,05 Mar 2007,Your kind attention needed.
,,,,6 Mar 2007,
,,,,06 Mar 2007,Urgent Response
,,,,7 Mar 2007,STAND AS THE NEXT-OF-KIN/BENEFACTOR.
,,,,7 Mar 2007,STAND AS THE NEXT-OF-KIN/BENEFACTOR.
,,,,08 Mar 2007, URGENT REPLY
,,,,08 Mar 2007, URGENT REPLY
,,,,08 Mar 2007, WAITING FOR YOUR RESPONSE
,,,,08 Mar 2007,AWARD DEPARTMENT!!!!
,,,,09 Mar 2007,GET BACK TO ME IMMEDIATELY!!!!!!!!
,,,,11 Mar 2007,"Dearest friend,"
,,,,11 Mar 2007,"Dearest friend,"
,,,,10 Mar 2007,MONEY TRANSFER
,,,,11 Mar 2007,"Dearest friend,"
,,,,11 Mar 2007,CAN I TRUST YOU ON THIS DEAL?
,,,,11 Mar 2007,CAN I TRUST YOU ON THIS DEAL?
,,,,12 Mar 2007,From Engr Ali Kasim
,,,,12 Mar 2007,From Engr Ali Kasim
,,,,12 Mar 2007,From Engr Ali Kasim
,,,,11 Mar 2007,From Engr Ali Kasim
,,,,13 Mar 2007,**diplomatic delivery of consignment/funds**
,,,,13 Mar 2007,**diplomatic delivery of consignment/funds**
,,,,13 Mar 2007,HELLO
,,,,13 Mar 2007,PLEASE HELP ME
,,,,,=?iso-8859-1?Q?Allan's_next_of_kin.?=
,,,,14 Mar 2007,Uregent message from ISAAC BAKA
,,,,14 Mar 2007,Uregent message from ISAAC BAKA
,,,,14 Mar 2007,very confidential!!
,,,,15 Mar 2007,HELLO
,,,,16 Mar 2007, URGENT REPLY
,,,,15 Mar 2007,"""work with me"""
,,,,16 Mar 2007,Maryam Ibrahim
,,,,16 Mar 2007,Your Co-operation needed to move this money urgently
,,,,16 Mar 2007,Letter of Intent
,,,,16 Mar 2007,LETTER FROM MR.JOSEPH POON
,,,,16 Mar 2007,Very Important
,,,,,Urgent Attention.
,,,,,Urgent Attention.
,,,,17 Mar 2007,AWAITING YOUR RESPONSE
,,,,,FROM Henry And Francisca
,,,,,FROM Henry And Francisca
,,,,18 Mar 2007,"FROM  MR . RAHA. ALI , WAITING TO READ FROM YOU SOONEST"
,,,,18 Mar 2007,We Urgently  Needed  Your Help.!!
,,,,18 Mar 2007,URGENT BUSINESS TRANSACTION
,,,,19 Mar 2007,VERY URGENT
,,,,20 Mar 2007,YOUR REPLY NEEDED FROM MRS SHADE IBRAHIM
,,,,20 Mar 2007,hello
,,,,20 Mar 2007,I NEED YOUR URGENT REPLY!
,,,,21 Mar 2007,URGENT PLEA FOR ASSISTANCE {this is not spam} 
,,,,22 Mar 2007,PLEASE VERY IMPORTANT.
,,,,22 Mar 2007,Cry for urgent assistance
,,,,24 Mar 2007,PLEASE VERY IMPORTANT.
,,,,24 Mar 2007,PLEASE VERY IMPORTANT.
,,,,25 Mar 2007,MESSAGE
,,,,25 Mar 2007,Urgent attention needed
,,,,26 Mar 2007,PLEASE VERY URGENT.
,,,,26 Mar 2007,CENTRAL BANK OF NIGERIA
,,,,26 Mar 2007,CENTRAL BANK OF NIGERIA
,,,,26 Mar 2007,CENTRAL BANK OF NIGERIA 
,,,,26 Mar 2007,Private Consultants.
,,,,26 Mar 2007,YOUR BANK DRAFT IS READY FOR DELIVERY!!!!
,,,,26 Mar 2007,YOUR BANK DRAFT IS READY FOR DELIVERY!!!!
,,,,27 Mar 2007,Your kind attention needed.
,,,,28 Mar 2007,URGENT AND CALL ME IMMEDATILY 00 226 78 86 66 99 
,,,,29 Mar 2007,URGENT PLEASE
,,,,29 Mar 2007,COMPENSATION FOR YOUR PAST EFFORT
,,,,29 Mar 2007,Treat as Extremely Urgent
,,,,30 Mar 2007,A Very Goodday To Response Needed
,,,,30 Mar 2007,Donation for God's work.
,,,,31 Mar 2007,TREAT AS URGENT 
,,,,29 Mar 2007,PERSONAL(TREAT AS URGENT)
,,,,31 Mar 2007,THE ABOVE SUBJECT MATTER REFERS CONCERNING YOUR FUND.
,,,,31 Mar 2007,THE ABOVE SUBJECT MATTER REFERS CONCERNING YOUR FUND.
,,,,31 Mar 2007,PLEASE VERY URGENT.
,,,,31 Mar 2007," Mrs Aicha Ahmed, TREAT VERY URGENT AND CONFIDENTIAL. CALL ME 0022676743842"
,,,,31 Mar 2007,I AM IN LOVE
,,,,31 Mar 2007,THE ABOVE SUBJECT MATTER REFERS CONCERNING YOUR FUND.
,,,,31 Mar 2007,THE ABOVE SUBJECT MATTER REFERS CONCERNING YOUR FUND.
,,,,2 Apr 2007,Job Offer
,,,,2 Apr 2007,job offer
,,,,2 Apr 2007,job offer
,,,,2 Apr 2007,job offer
,,,,2 Apr 2007,job offer
,,,,2 Apr 2007,job offer
,,,,2 Apr 2007,job offer
,,,,2 Apr 2007,job offer
,,,,2 Apr 2007,job offer
,,,,03 Apr 2007,CONTACT ME ASAP
,,,,03 Apr 2007,CONTACT ME ASAP
,,,,31 Mar 2007,very very...urgent...!!
,,,,04 Apr 2007,business proposal
,,,,04 Apr 2007,FROM THE DESK OF DR USMAN  KARIM
,,,,,QUICK RESPONSE.... 
,,,,,QUICK RESPONSE.... 
,,,,6 Apr 2007,waiting for your reply
,,,,9 Apr 2007,YOUR BANK DRAFT IS READY
,,,,9 Apr 2007,YOUR BANK DRAFT IS READY
,,,,,"Hello,"
,,,,13 Apr 2007,"Important, read carefully"
,,,,12 Apr 2007,THANKS FOR ALL YOUR EFFORT
,,,,13 Apr 2007,HELP ME PLEASE FOR THE SAKE OF MY CHILDREN
,,,,13 Apr 2007,FROM THE DESK OF DR IBRAHIM  USMAN
,,,,13 Apr 2007,PAYMENT UPDATE
,,,,13 Apr 2007,From Mrs. Alimatou Ouedraogo(Urgent assistance needed)
,,,,13 Apr 2007,DEAR FRIEND
,,,,15 Apr 2007,Mr. Maekal Mekha.
,,,,,Dear Beloved( Please be Honest)
,,,,16 Apr 2007,TREAT   AS   URGENT
,,,,16 Apr 2007,TREAT   AS   URGENT
,,,,17 Apr 2007,AWAITING FOR YOUR URGENT RESPONSE..
,,,,17 Apr 2007,CAN I TRUST YOU FOR THIS TRANSACTION?
,,,,17 Apr 2007,Beloved Reply ASAP.
,,,,17 Apr 2007,MR. JAMES HARRISON'S PHILANTROPHIC GESTURE DRAW RESULTS 
,,,,,Joint Partnership Proposal
,,,,18 Apr 2007,DEAR  BENEFICIARY
,,,,19 Apr 2007,FAMILY IN NEED OF ASSISTANCE { this is not spam} 
,,,,19 Apr 2007,PROPERTIES.
,,,,,MUTUAL PARTNERSHIP.
,,,,,MUTUAL PARTNERSHIP.
,,,,,From Miss Rebecca David
,,,,20 Apr 2007,DEAR FRIEND
,,,,20 Apr 2007,BUSINESS PROPOSAL
,,,,,From Dr.Derrick Springs.
,,,,21 Apr 2007,WRITE ME!!!
,,,,20 Apr 2007,WRITE ME!!!
,,,,20 Apr 2007,WRITE ME!!!
,,,,21 Apr 2007,JOB OFFER!!!( REPRESENTATIVE NEEDED)
,,,,23 Apr 2007,I NEED YOUR URGENT REPLY  CONFIDENTIAL PLEASE
,,,,23 Apr 2007,Mr Jeff Yukon
,,,,23 Apr 2007,part-time receiver agent required
,,,,23 Apr 2007,URGENT REPLY NEDEED.
,,,,21 Apr 2007,REPLY IMMEDIATELY
,,,,21 Apr 2007,REPLY IMMEDIATELY
,,,,23 Apr 2007,Mr Jeff Yukon
,,,,24 Apr 2007,FROM  AME  BENJAMIN.
,,,,24 Apr 2007,Invitation from aditya monu
,,,,24 Apr 2007,From Dr Kenneth
,,,,,EXCESS PROFIT
,,,,25 Apr 2007,Your Kind Attention Needed
,,,,25 Apr 2007,VERY URGENT
,,,,26 Apr 2007,"Dear Friend,"
,,,,27 Apr 2007,Dr. Musa Dura
,,,,27 Apr 2007,PLEASE REPLY  a_kambo_01@myway.com 
,,,,29 Apr 2007,Inquiry From David Bryan
,,,,30 Apr 2007,Hello
,,,,1 May 2007,TEMPORARY JOB OFFER
,,,,02 May 2007,PLEASE URGENT RESPONSE NEEDED 
,,,,3 May 2007,BUSINESS URGENT!!!
,,,,03 May 2007,A BUSINESS PROPOSAL FROM MRS. SOSNITSKAYA
,,,,3 May 2007,A Very Goodday To Response Needed
,,,,3 May 2007,A Very Goodday To Response Needed
,,,,,ASSISTANCE / PARTNERSHIP.
,,,,04 May 2007,ATTN:URGENT PLEASE.
,,,,4 May 2007,"CONFIRM YOUR PAYMENT, I NEED YOUR RESPONSE TO PROCEED"
,,,,,"Reply, if interested!"
,,,,,"Reply, if interested!"
,,,,,From Mr Emmanuel  Ede
,,,,6 May 2007,LOW RELATIVE HUMIDITY.
,,,,06 May 2007,CAN I CONFIDE IN YOU?
,,,,,Attn My Dear.....
,,,,08 May 2007,MAIL FROM MR. ROBERT KING
,,,,09 May 2007,URGENT RESPONSE!!!
,,,,9 May 2007,Hello dear
,,,,11 May 2007,URGENT  REPLY
,,,,12 May 2007,"CONFIDENTIAL DEAL,PLEASE GET BACK TO ME"
,,,,11 May 2007,Mutual Business co-operation(MANAGING 
,,,,12 May 2007,Hello dear
,,,,12 May 2007,Hello dear
,,,,14 May 2007,LOOKING FORWARD  FOR YOUR REPLY
,,,,15 May 2007,FROM:RITA DOINK.
,,,,16 May 2007,Business proposition
,,,,,FROM MR CAMPBELL WILLIAM
,,,,17 May 2007,LETTER FROM RACHAEL ONIGA (please reply back)
,,,,,Good News
,,,,17 May 2007,CONFIDENTIAL PROPOSAL [CODE AM-0007]
,,,,18 May 2007,+From Portugal & Urgent Reply Needed +
,,,,20 May 2007,PLEASE GET BACK TO ME
,,,,19 May 2007,GOOD  DAY
,,,,20 May 2007,Good News
,,,,22 May 2007,"DEAR BELOVED IN CHRIST ,"
,,,,22 May 2007,"Hello Dearest Friend,"
,,,,23 May 2007,URGENT INVESTMENT  PROPOSAL 
,,,,22 May 2007,Capital Investment ( Real Estate )
,,,,23 May 2007,"DEAR BELOVED,I am Mrs. Christina Holden. Am married to Dr. Donald Holden. a Liberian who worked for Shell Oil Company in Nigeria,he died after a brief illness that lasted for only four days.Before his death we were married for 11 good years without a child and were both born again Christians . Since his death I decided not to re-marry or get a child outside my matrimonial home which the Bible forbids. When my late husband was alive he deposited the sum of $10.5 Million (Ten Million five hundred thousand U.S.Dollars) with A Bank.Presently, this money is still under the safe keeping of the RESERVE FINANCE COMPANY Recently, my Doctor told me that I would notlast for the next Three(3) months due to my cancer problems.Though what disturbs me most now, i recently had stroke.Having known my condition, I decided to donate this fund to church or betterstill a Christian or muslim individual That will utilize this money theway I am going to instruct here in. I want a church tha"
,,,,23 May 2007,GOOD DAY.
,,,,24 May 2007,A BUSINESS PROPOSAL FROM MRS. SOSNITSKAYA
,,,,25 May 2007,URGENT REPLY  NEEDED +27 839470181
,,,,,=?us-ascii?Q?INVESTMENT=20=20OFFER?=
,,,,25 May 2007,JOB OFFER...
,,,,26 May 2007,VERY URGENT 
,,,,29 May 2007,From Frank Hilary.
,,,,28 May 2007,Joyce
,,,,31 May 2007,Inquiry!
,,,,,SORROW AND TEARS FROM SUSSAN BIEN 
,,,,,GOOD NEWS FROM SUSSAN BIEN 
,,,,,"please, can you help me in this time of need?"
,,,,02 Jun 2007,URGENT RESPONSE NEEDED
,,,,2 Jun 2007,FROM Mr.JEFFRY MURD
,,,,03 Jun 2007,NOTIFICATION OF BEQUEST
,,,,04 Jun 2007,I NEED YOUR URGENT REPLY  CONFIDENTIAL PLEASE
,,,,,=?iso-8859-1?Q?Investment=2E?=
,,,,04 Jun 2007,"FROM, LAWSON (URGENT PROPOSAL)."
,,,,,WITH TRUST
,,,,,<kein Betreff>
,,,,,<kein Betreff>
,,,,6 Jun 2007,Good Day
,,,,,"Hello Good Day,"
,,,,07 Jun 2007,hello
,,,,8 Jun 2007,I AWAIT YOUR RESPONSE
,,,,8 Jun 2007,FROM THE DESK OF Dr.Frank West.
,,,,8 Jun 2007,Business Partnership
,,,,9 Jun 2007,"DEAR FRIEND,"
,,,,9 Jun 2007,From Mr.Charles Greene
,,,,10 Jun 2007,REPRESENTATIVE NEEDED........................!!!
,,,,11 Jun 2007,YOUR  COMPENSATIONS MONEY IS  READY
,,,,11 Jun 2007,CONTACT MY P/A FOR YOUR CERTIFIED CASHIER CHEQUE OF US$1.2M
,,,,,ANITA ADAMS JOHNSON
,,,,12 Jun 2007,
,,,,,God's Directives(Pls Help Me)
,,,,13 Jun 2007,REPLY
,,,,12 Jun 2007,Barrister Gareth Jones Tel:+44 703 184 4817
,,,,14 Jun 2007,I AM URGENTLY WAITING FOR YOUR CALL OR EMAIL
,,,,14 Jun 2007,Regarding Mr. James Cole
,,,,14 Jun 2007,&^ PLEASE READ CAREFULLY
,,,,14 Jun 2007,From Mrs. G. Ajith Kumar
,,,,15 Jun 2007,From The Desk Of  MUSTAFA BRUNU (Esq).
,,,,16 Jun 2007,"VERY URGENT,"
,,,,16 Jun 2007,URGENT AND CONFIDENCTIAL
,,,,,My time of need
,,,,17 Jun 2007,Please read
,,,,17 Jun 2007,MY DEAR RESPECTFUL. 
,,,,17 Jun 2007,MY DEAR RESPECTFUL. 
,,,,18 Jun 2007,GREETINGS
,,,,20 Jun 2007,DAVID PEDRO.
,,,,20 Jun 2007,A  BUSINESS PROPOSAL FROM RUSSIA
,,,,20 Jun 2007,From JONATHAN
,,,,21 Jun 2007,please read and get back to me
,,,,21 Jun 2007,+ CAN YOU HELP ME WITH THIS +
,,,,22 Jun 2007," ""MY GOOD WILL"" THANK YOU AS YOU REPLY."
,,,,22 Jun 2007,CONFIDENTIAL
,,,,22 Jun 2007,Barrister Gareth Jones Mobile +44 703 184 4817
,,,,12 Jun 2007,FROM  EDWARD  MOORE & ASSOCIATES
,,,,23 Jun 2007,Urgent Response Needed
,,,,23 Jun 2007,SVP AIDEZ MOI
,,,,23 Jun 2007,Edward Moore & Associates(Urgent)
,,,,23 Jun 2007,Edward Moore & Associates(Urgent)
,,,,23 Jun 2007,Edward Moore & Associates(Urgent)
,,,,23 Jun 2007,Edward Moore & Associates(Urgent)
,,,,,"Greetings from barrister Robert Williams,"
,,,,25 Jun 2007,
,,,,25 Jun 2007,From Michael Jones (Contact Me Back If Interested)
,,,,25 Jun 2007,GREETINGS FROM KOUTABA  JEAN
,,,,25 Jun 2007,Good day!!!
,,,,26 Jun 2007,URGENT AND CONFIDENTIAL
,,,,,"Greetings from barrister Robert Williams,"
,,,,26 Jun 2007,
,,,,12 Jun 2007,FROM  EDWARD  MOORE & ASSOCIATES
,,,,27 Jun 2007,URGENT
,,,,,MR.COLIN SHAND
,,,,27 Jun 2007,Mr Richard Bongo
,,,,27 Jun 2007,Mr Richard Bongo
,,,,27 Jun 2007,GREETINGS FROM KOUTABA  JEAN
,,,,27 Jun 2007,I am waiting to receive your mail
,,,,27 Jun 2007,I GOT YOUR CONTACT..
,,,,28 Jun 2007,Your Kind Response
,,,,27 Jun 2007, Good day to you. Please your reply expected.
,,,,29 Jun 2007,Trusting to hear from you immediately.
,,,,29 Jun 2007,MY SECOND MAIL TO YOU
,,,,29 Jun 2007,MY SECOND MAIL TO YOU
,,,,,GOOD DAY
,,,,1 Jul 2007,TREAT VERY CONFIDENTIAL & URGENT RESPONSE.
,,,,02 Jul 2007,A  BUSINESS PROPOSAL FROM RUSSIA
,,,,2 Jul 2007,
,,,,03 Jul 2007,URGENT BUSINESS PROPOSAL 
,,,,3 Jul 2007,BUSSINESS OFFER!!!!
,,,,04 Jul 2007,FROM LARISA
,,,,3 Jul 2007,GET BACK TO ME
,,,,,Strictly confidential. Reply soon.
